gene_callers_id	source	accession	function	e_value
13440	COG20_FUNCTION	COG1959	DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)	3.9e-13
13440	COG20_CATEGORY	K	Transcription	0
13441	COG20_FUNCTION	COG3434	c-di-GMP phosphodiesterase YuxH/PdeH, contains EAL and HDOD domains (YuxH) (PUBMED:23893111)	1.2e-174
13441	COG20_CATEGORY	T	Signal transduction mechanisms	0
13442	COG20_FUNCTION	COG5501	Sulfur oxidation protein SoxY (SoxY) (PDB:2NNC) (PUBMED:17327392)	6.7e-12
13442	COG20_CATEGORY	S	Function unknown	0
13443	COG20_FUNCTION	COG5501	Sulfur oxidation protein SoxY (SoxY) (PDB:2NNC) (PUBMED:17327392)	6.7e-35
13443	COG20_CATEGORY	S	Function unknown	0
13444	COG20_FUNCTION	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	5.6e-15
13444	COG20_CATEGORY	M!!!O	Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
13445	COG20_FUNCTION	COG0554	Glycerol kinase (GlpK) (PDB:2ZF5)	3.3e-96
13445	COG20_CATEGORY	C	Energy production and conversion	0
13446	COG20_FUNCTION	COG0240	Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	1.4e-14
13446	COG20_CATEGORY	C	Energy production and conversion	0
13446	COG20_PATHWAY	COG0240	Isoprenoid biosynthesis	1.4e-14
13448	COG20_FUNCTION	COG4206	Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE)	4.9e-22
13448	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13449	COG20_FUNCTION	COG0339	Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)	3.6e-193
13449	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13450	COG20_FUNCTION	COG0550!!!COG1754	DNA topoisomerase IA (TopA) (PDB:1CY0)!!!Uncharacterized C-terminal domain of topoisomerase IA	6e-143
13450	COG20_CATEGORY	L!!!S	Replication, recombination and repair!!!Function unknown	0
13452	COG20_FUNCTION	COG0498	Threonine synthase (ThrC) (PDB:1VB3)	4.6e-110
13452	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13452	COG20_PATHWAY	COG0498	Threonine biosynthesis	4.6e-110
13453	COG20_FUNCTION	COG0532	Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	1e-102
13453	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13453	COG20_PATHWAY	COG0532	Translation factors	1e-102
13457	COG20_FUNCTION	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794;12762842)	6.9e-31
13457	COG20_CATEGORY	T	Signal transduction mechanisms	0
13458	COG20_FUNCTION	COG2356!!!COG2374	Endonuclease I (EndA) (PDB:1OUO)!!!Predicted extracellular nuclease	3.8e-105
13458	COG20_CATEGORY	L!!!R	Replication, recombination and repair!!!General function prediction only	0
13459	COG20_FUNCTION	COG3166!!!COG4972	Type IV pilus assembly protein PilN (PilN)!!!Type IV pilus assembly protein, ATPase PilM (PilM) (PDB:2YCH)	3.3e-15
13459	COG20_CATEGORY	N!!!W!!!N!!!W	Cell motility!!!Extracellular structures!!!Cell motility!!!Extracellular structures	0
13460	COG20_FUNCTION	COG3167	Type IV pilus assembly protein PilO (PilO) (PDB:2RJZ)	4.6e-10
13460	COG20_CATEGORY	N!!!W	Cell motility!!!Extracellular structures	0
13462	COG20_FUNCTION	COG0739!!!COG3061	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)!!!Cell division protein YtfB/OapA (opacity-associated protein A) (OapA) (PUBMED:29686141)	7e-22
13462	COG20_CATEGORY	M!!!D	Cell wall/membrane/envelope biogenesis!!!Cell cycle control, cell division, chromosome partitioning	0
13463	COG20_FUNCTION	COG2377	1,6-Anhydro-N-acetylmuramate kinase (AnmK) (PDB:3CQY) (PUBMED:15901686)	5.6e-53
13463	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13464	COG20_FUNCTION	COG4771	Outer membrane receptor for ferrienterochelin and colicins (FepA) (PDB:2HDF) (PUBMED:16468998)	7.7e-66
13464	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13465	COG20_FUNCTION	COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase (RfaE) (PDB:5X9Q)	8.9e-131
13465	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13466	COG20_FUNCTION	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)	1.5e-111
13466	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13467	COG20_FUNCTION	COG4597	ABC-type amino acid transport system, permease component (BatB)	4.3e-16
13467	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13468	COG20_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	2.1e-121
13468	COG20_CATEGORY	E!!!T	Amino acid transport and metabolism!!!Signal transduction mechanisms	0
13470	COG20_FUNCTION	COG1036	Archaeal flavoprotein (AfpA) (PDB:3WIS)	1.1e-76
13470	COG20_CATEGORY	C	Energy production and conversion	0
13471	COG20_FUNCTION	COG0294	Dihydropteroate synthase (FolP) (PDB:1AD1)	3.3e-47
13471	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13471	COG20_PATHWAY	COG0294	Folate biosynthesis	3.3e-47
13472	COG20_FUNCTION	COG0021	Transketolase (TktA) (PDB:1AY0)	4.8e-201
13472	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13472	COG20_PATHWAY	COG0021	Pentose phosphate pathway	4.8e-201
13473	COG20_FUNCTION	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)	4.2e-106
13473	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
13474	COG20_FUNCTION	COG2896	GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA) (MoaA) (PDB:1TV7)	5.9e-27
13474	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13474	COG20_PATHWAY	COG2896	Molybdopterin biosynthesis	5.9e-27
13475	COG20_FUNCTION	COG2081	Predicted flavoprotein YhiN (YhiN) (PDB:3V76)	9.7e-09
13475	COG20_CATEGORY	R	General function prediction only	0
13478	COG20_FUNCTION	COG1666	Cyclic di-GMP-binding protein YajQ, UPF0234 family (YajQ) (PDB:1IN0) (PUBMED:25329577)	4.7e-58
13478	COG20_CATEGORY	T	Signal transduction mechanisms	0
13479	COG20_FUNCTION	COG0603	7-cyano-7-deazaguanine synthase (queuosine biosynthesis) (QueC) (PDB:2PG3) (PUBMED:14660578;17384645)	6.3e-46
13479	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13479	COG20_PATHWAY	COG0603	tRNA modification	6.3e-46
13481	COG20_FUNCTION	COG1469	GTP cyclohydrolase FolE2 (FolE2) (PDB:2R5R) (PUBMED:19767425)	7.7e-42
13481	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13481	COG20_PATHWAY	COG1469	Folate biosynthesis	7.7e-42
13482	COG20_FUNCTION	COG0722	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase (AroG1) (PDB:6U8J)	8.4e-147
13482	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13482	COG20_PATHWAY	COG0722	Aromatic amino acid biosynthesis	8.4e-147
13484	COG20_FUNCTION	COG1757	Na+/H+ antiporter NhaC/MleN (NhaC)	3.5e-40
13484	COG20_CATEGORY	C	Energy production and conversion	0
13486	COG20_FUNCTION	COG0408	Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)	9.3e-33
13486	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13486	COG20_PATHWAY	COG0408	Heme biosynthesis	9.3e-33
13487	COG20_FUNCTION	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	3.1e-23
13487	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13487	COG20_PATHWAY	COG0009	tRNA modification	3.1e-23
13488	COG20_FUNCTION	COG0642!!!COG0784!!!COG2203	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!GAF domain (GAF)	2e-133
13488	COG20_CATEGORY	T!!!T!!!T	Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms	0
13489	COG20_FUNCTION	COG1957	Inosine-uridine nucleoside N-ribohydrolase (URH1) (PDB:1EZR)	1.7e-18
13489	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
13489	COG20_PATHWAY	COG1957	Pyrimidine salvage	1.7e-18
13490	COG20_FUNCTION	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase (PpsA) (PDB:5HV6)	1.5e-44
13490	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13490	COG20_PATHWAY	COG0574	Gluconeogenesis	1.5e-44
13491	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	8e-29
13491	COG20_CATEGORY	H!!!R	Coenzyme transport and metabolism!!!General function prediction only	0
13491	COG20_PATHWAY	COG0596	Menaquinone biosynthesis	8e-29
13492	COG20_FUNCTION	COG0579	L-2-hydroxyglutarate oxidase LhgO (LhgO) (PDB:3DME)	2e-35
13492	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13493	COG20_FUNCTION	COG0162	Tyrosyl-tRNA synthetase (TyrS) (PDB:4OUD)	7.6e-179
13493	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13493	COG20_PATHWAY	COG0162	Aminoacyl-tRNA synthetases	7.6e-179
13494	COG20_FUNCTION	COG4102	Uncharacterized conserved protein, DUF1501 family	3.1e-77
13494	COG20_CATEGORY	S	Function unknown	0
13496	COG20_FUNCTION	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)	4.5e-58
13496	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13497	COG20_FUNCTION	COG0275	16S rRNA C1402 N4-methylase RsmH (RmsH) (PDB:1M6Y)	1.3e-95
13497	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13497	COG20_PATHWAY	COG0275	16S rRNA modification	1.3e-95
13499	COG20_FUNCTION	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	1.1e-52
13499	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13500	COG20_FUNCTION	COG2008	Threonine aldolase (GLY1) (PDB:4LNJ)	1.1e-127
13500	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13501	COG20_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	6.7e-93
13501	COG20_CATEGORY	V	Defense mechanisms	0
13502	COG20_FUNCTION	COG1290	Cytochrome b subunit of the bc complex (QcrB/PetB) (PDB:1VF5)	1.6e-147
13502	COG20_CATEGORY	C	Energy production and conversion	0
13503	COG20_FUNCTION	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family (YuxK) (PUBMED:15236740)	5e-33
13503	COG20_CATEGORY	R	General function prediction only	0
13504	COG20_FUNCTION	COG1193	dsDNA-specific endonuclease/ATPase MutS2 (MutS2)	1.9e-37
13504	COG20_CATEGORY	L	Replication, recombination and repair	0
13505	COG20_FUNCTION	COG0300	Short-chain dehydrogenase (YqjQ)	4.5e-26
13505	COG20_CATEGORY	R	General function prediction only	0
13507	COG20_FUNCTION	COG1454	Alcohol dehydrogenase, class IV (EutG) (PDB:6AHC)	4.9e-12
13507	COG20_CATEGORY	C	Energy production and conversion	0
13508	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	1.2e-76
13508	COG20_CATEGORY	I	Lipid transport and metabolism	0
13508	COG20_PATHWAY	COG1012	Proline degradation	1.2e-76
13509	COG20_FUNCTION	COG1770	Protease II (PtrB) (PDB:4BP9)	5e-94
13509	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13511	COG20_FUNCTION	COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) (NuoG) (PDB:1C4A)	2.2e-146
13511	COG20_CATEGORY	C	Energy production and conversion	0
13511	COG20_PATHWAY	COG1034	NADH dehydrogenase	2.2e-146
13513	COG20_FUNCTION	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	7.9e-35
13513	COG20_CATEGORY	C!!!R	Energy production and conversion!!!General function prediction only	0
13514	COG20_FUNCTION	COG4704	Uncharacterized conserved protein, DUF2141 family	1.1e-13
13514	COG20_CATEGORY	S	Function unknown	0
13515	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	1.4e-09
13515	COG20_CATEGORY	I	Lipid transport and metabolism	0
13515	COG20_PATHWAY	COG1012	Proline degradation	1.4e-09
13516	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	8.9e-35
13516	COG20_CATEGORY	I	Lipid transport and metabolism	0
13516	COG20_PATHWAY	COG1012	Proline degradation	8.9e-35
13518	COG20_FUNCTION	COG4591	ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)	1.9e-31
13518	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13519	COG20_FUNCTION	COG0059	Ketol-acid reductoisomerase (IlvC) (PDB:1NP3)	1.1e-156
13519	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
13519	COG20_PATHWAY	COG0059	Isoleucine, leucine, valine biosynthesis	1.1e-156
13520	COG20_FUNCTION	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	3e-154
13520	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13520	COG20_PATHWAY	COG0617	tRNA modification	3e-154
13521	COG20_FUNCTION	COG2020	Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P)	1.8e-15
13521	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13522	COG20_FUNCTION	COG0369	Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases (CysJ) (PDB:1YKG) (PUBMED:20118259)	3e-18
13522	COG20_CATEGORY	F!!!P	Nucleotide transport and metabolism!!!Inorganic ion transport and metabolism	0
13522	COG20_PATHWAY	COG0369	Cysteine biosynthesis	3e-18
13524	COG20_FUNCTION	COG0508!!!COG2609	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)!!!Pyruvate dehydrogenase complex, dehydrogenase (E1) component (AceE) (PDB:1L8A)	7.9e-70
13524	COG20_CATEGORY	C!!!C	Energy production and conversion!!!Energy production and conversion	0
13524	COG20_PATHWAY	COG0508!!!COG2609	Pyruvate oxidation!!!Pyruvate oxidation	7.9e-70
13525	COG20_FUNCTION	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	5.4e-30
13525	COG20_CATEGORY	C	Energy production and conversion	0
13525	COG20_PATHWAY	COG0508	Pyruvate oxidation	5.4e-30
13531	COG20_FUNCTION	COG0287	Prephenate dehydrogenase (TyrA) (PDB:2F1K)	6.1e-23
13531	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13531	COG20_PATHWAY	COG0287	Aromatic amino acid biosynthesis	6.1e-23
13532	COG20_FUNCTION	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (HisC) (PDB:4R2N)	8.1e-132
13532	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13532	COG20_PATHWAY	COG0079	Cobalamine/B12 biosynthesis	8.1e-132
13533	COG20_FUNCTION	COG1229	Formylmethanofuran dehydrogenase subunit A (FwdA) (PDB:5T5I)	2.4e-31
13533	COG20_CATEGORY	C	Energy production and conversion	0
13534	COG20_FUNCTION	COG2037	Formylmethanofuran:tetrahydromethanopterin formyltransferase (Ftr) (PDB:1FTR)	2.6e-82
13534	COG20_CATEGORY	C	Energy production and conversion	0
13535	COG20_FUNCTION	COG1177	ABC-type spermidine/putrescine transport system, permease component II (PotC)	2.6e-91
13535	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13536	COG20_FUNCTION	COG1176	ABC-type spermidine/putrescine transport system, permease component I (PotB)	1.1e-94
13536	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13537	COG20_FUNCTION	COG0499	S-adenosylhomocysteine hydrolase (SAM1) (PDB:1A7A)	1.2e-118
13537	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13538	COG20_FUNCTION	COG0192	S-adenosylmethionine synthetase (MetK) (PDB:1FUG)	2.1e-10
13538	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13538	COG20_PATHWAY	COG0192	Methionine biosynthesis	2.1e-10
13539	COG20_FUNCTION	COG0744	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase (MrcB) (PDB:3FWL)	6e-47
13539	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13540	COG20_FUNCTION	COG1629	Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)	2.2e-142
13540	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13541	COG20_FUNCTION	COG1217	Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V)	1.7e-64
13541	COG20_CATEGORY	T	Signal transduction mechanisms	0
13542	COG20_FUNCTION	COG2364	Uncharacterized membrane protein YczE (YczE)	4.9e-54
13542	COG20_CATEGORY	S	Function unknown	0
13543	COG20_FUNCTION	COG4783	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	1e-92
13543	COG20_CATEGORY	M!!!O	Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
13544	COG20_FUNCTION	COG1806	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities) (PpsR) (PDB:5D0N)	1.6e-57
13544	COG20_CATEGORY	T	Signal transduction mechanisms	0
13545	COG20_FUNCTION	COG0067!!!COG0069!!!COG0070	Glutamate synthase domain 1 (GltB1) (PDB:1EA0)!!!Glutamate synthase domain 2 (GltB2) (PDB:1EA0)!!!Glutamate synthase domain 3 (GltB3) (PDB:1EA0)	2.1e-85
13545	COG20_CATEGORY	E!!!E!!!E	Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Amino acid transport and metabolism	0
13545	COG20_PATHWAY	COG0067!!!COG0069!!!COG0070	Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis	2.1e-85
13546	COG20_FUNCTION	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X)	2.9e-56
13546	COG20_CATEGORY	E!!!R	Amino acid transport and metabolism!!!General function prediction only	0
13546	COG20_PATHWAY	COG0493	Glutamine biosynthesis	2.9e-56
13547	COG20_FUNCTION	COG0404	Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	1.2e-97
13547	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13547	COG20_PATHWAY	COG0404	Glycine cleavage	1.2e-97
13548	COG20_FUNCTION	COG0671	Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)	9.5e-10
13548	COG20_CATEGORY	I	Lipid transport and metabolism	0
13548	COG20_PATHWAY	COG0671	Phospholipid biosynthesis	9.5e-10
13553	COG20_FUNCTION	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase (UbiG) (PDB:1BHJ)	9.4e-45
13553	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13553	COG20_PATHWAY	COG2227	Ubiquinone biosynthesis	9.4e-45
13554	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.6e-51
13554	COG20_CATEGORY	I	Lipid transport and metabolism	0
13554	COG20_PATHWAY	COG1028	Fatty acid biosynthesis	1.6e-51
13556	COG20_FUNCTION	COG1397	ADP-ribosylglycohydrolase (DraG) (PDB:1T5J)	4.5e-47
13556	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13557	COG20_FUNCTION	COG0300	Short-chain dehydrogenase (YqjQ)	1e-58
13557	COG20_CATEGORY	R	General function prediction only	0
13558	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.5e-76
13558	COG20_CATEGORY	I	Lipid transport and metabolism	0
13558	COG20_PATHWAY	COG1028	Fatty acid biosynthesis	1.5e-76
13559	COG20_FUNCTION	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family (YuxK) (PUBMED:15236740)	3.2e-11
13559	COG20_CATEGORY	R	General function prediction only	0
13562	COG20_FUNCTION	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)	5.6e-167
13562	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13563	COG20_FUNCTION	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) (RpoD) (PDB:1SIG)	4.5e-100
13563	COG20_CATEGORY	K	Transcription	0
13563	COG20_PATHWAY	COG0568	RNA polymerase	4.5e-100
13564	COG20_FUNCTION	COG0403!!!COG1003	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)	9.5e-196
13564	COG20_CATEGORY	E!!!E	Amino acid transport and metabolism!!!Amino acid transport and metabolism	0
13564	COG20_PATHWAY	COG0403!!!COG1003	Glycine cleavage!!!Glycine cleavage	9.5e-196
13565	COG20_FUNCTION	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	5.6e-114
13565	COG20_CATEGORY	C	Energy production and conversion	0
13566	COG20_FUNCTION	COG0436	Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	2.4e-22
13566	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13566	COG20_PATHWAY	COG0436	Isoleucine, leucine, valine biosynthesis	2.4e-22
13567	COG20_FUNCTION	COG4166	ABC-type oligopeptide transport system, periplasmic component (OppA) (PDB:1B05)	2e-193
13567	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13571	COG20_FUNCTION	COG4773	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid (FhuE) (PDB:3EFM)	1.5e-84
13571	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13572	COG20_FUNCTION	COG1866	Phosphoenolpyruvate carboxykinase, ATP-dependent (PckA) (PDB:1AQ2)	1.4e-19
13572	COG20_CATEGORY	C	Energy production and conversion	0
13572	COG20_PATHWAY	COG1866	Gluconeogenesis	1.4e-19
13575	COG20_FUNCTION	COG3788	Uncharacterized membrane protein YecN, MAPEG domain (YecN)	2.6e-10
13575	COG20_CATEGORY	S	Function unknown	0
13576	COG20_FUNCTION	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)	4.2e-07
13576	COG20_CATEGORY	D!!!H	Cell cycle control, cell division, chromosome partitioning!!!Coenzyme transport and metabolism	0
13577	COG20_FUNCTION	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)	1.2e-09
13577	COG20_CATEGORY	D!!!H	Cell cycle control, cell division, chromosome partitioning!!!Coenzyme transport and metabolism	0
13578	COG20_FUNCTION	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family (RdgB) (PDB:1B78)	4.2e-64
13578	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
13579	COG20_FUNCTION	COG0689	Ribonuclease PH (Rph) (PDB:1UDO)	4.5e-83
13579	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13581	COG20_FUNCTION	COG0582	Integrase/recombinase, includes phage integrase (FimB)	2.4e-23
13581	COG20_CATEGORY	L!!!X	Replication, recombination and repair!!!Mobilome: prophages, transposons	0
13582	COG20_FUNCTION	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family (GTP1) (PDB:2DWQ) (PUBMED:21527254)	5.1e-112
13582	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13583	COG20_FUNCTION	COG0174	Glutamine synthetase (GlnA) (PDB:1F1H)	2.9e-52
13583	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13583	COG20_PATHWAY	COG0174	Glutamine biosynthesis	2.9e-52
13584	COG20_FUNCTION	COG2021	Homoserine O-acetyltransferase (MET2) (PDB:2VAT)	1.9e-88
13584	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13584	COG20_PATHWAY	COG2021	Methionine biosynthesis	1.9e-88
13585	COG20_FUNCTION	COG0520	Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	2e-116
13585	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13586	COG20_FUNCTION	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold (YliI) (PDB:1C9U)	1.4e-83
13586	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13587	COG20_FUNCTION	COG2513	2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)	2e-58
13587	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13588	COG20_FUNCTION	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC (CoaBC) (PDB:3QJG)	1.8e-109
13588	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13588	COG20_PATHWAY	COG0452	Pantothenate/CoA biosynthesis	1.8e-109
13589	COG20_FUNCTION	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP)	1.6e-34
13589	COG20_CATEGORY	D!!!I	Cell cycle control, cell division, chromosome partitioning!!!Lipid transport and metabolism	0
13590	COG20_FUNCTION	COG1136	ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)	2.8e-97
13590	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13591	COG20_FUNCTION	COG0417	DNA polymerase B elongation subunit (PolB) (PDB:6P1H)	5.1e-11
13591	COG20_CATEGORY	L	Replication, recombination and repair	0
13592	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	1.6e-84
13592	COG20_CATEGORY	I	Lipid transport and metabolism	0
13592	COG20_PATHWAY	COG1028	Fatty acid biosynthesis	1.6e-84
13593	COG20_FUNCTION	COG0591	Na+/proline symporter (PutP) (PDB:5NVA)	2e-88
